sample_idx,true_label,prefix_state,rank_RL,rank_LLM,rank_FeatFusion,rank_GlobalFusion,logit_RL,logit_LLM,logit_FeatFusion,logit_GlobalFusion,RL_top3,LLM_top3,FeatFusion_top3,GlobalFusion_top3,llm_thinking_process,category,case_score
713,T1078,T1543 || T1543 || T1068 || T1574 || T1574 || T1055 || T1053 || T1053 || T1078,2,1,2,1,7.973476886749268,7.119714736938477,7.973476886749268,7.819799423217773,T1134 (8.30) | T1078 (7.97) | T1140 (7.84),T1078 (7.12) | T1053 (3.85) | T1134 (3.25),T1134 (8.30) | T1078 (7.97) | T1140 (7.84),T1078 (7.82) | T1134 (7.39) | T1140 (6.72),"[战术阶段评估]：前缀序列以 T1053 (Scheduled Task) 重复两次，紧接着是 T1078 (Valid Accounts)。T1053 通常用于建立持久性，而 T1078 表示攻击者已经获取或正在使用有效的用户凭据。结合上下文，攻击者刚刚完成了持久化机制的部署（通过计划任务），并确认了有效账户的可用性。这标志着攻击者已从‘初始访问/持久化’阶段过渡到‘执行/权限提升’后的‘生存’阶段，并准备利用这些新建立的持久化通道和有效账户进行下一步操作。

[已获资产推演]：基于 T1053 和 T1078，攻击者目前掌握了：1) 一个或多个有效的用户账户（T1078）；2) 一个或多个已配置好的、具有自动执行能力的计划任务（T1053），这些任务通常以系统或用户权限运行；3) 根据前缀中的 T1543 (Create or Modify System Process) 和 T1068 (Exploit Privilege Escalation)，攻击者可能已经具备了一定的系统级权限或正在尝试维持这种权限。

[意图图谱映射]：在拥有有效账户和持久化计划任务后，攻击者的核心意图通",cat3_interface_gap_proof,1
924,T1053,T1559 || T1559 || T1106 || T1053 || T1053 || T1204 || T1204 || T1547 || T1053 || T1053 || T1548 || T1548 || T1547 || T1060 || T1055,2,1,2,1,9.890172958374023,6.885857582092285,9.890172958374023,9.349395751953125,T1093 (10.00) | T1053 (9.89) | T1140 (8.51),T1053 (6.89) | T1055 (4.65) | T1014 (3.90),T1093 (10.00) | T1053 (9.89) | T1140 (8.51),T1053 (9.35) | T1093 (8.52) | T1140 (7.64),"[战术阶段评估]：前缀序列显示攻击者经历了初始执行（T1559, T1106）、持久化建立（T1053, T1204, T1547）以及权限提升尝试（T1548）。序列末尾的 T1060 (Add to Shell Startup) 和 T1055 (Process Injection) 表明攻击者正在强化持久化机制并尝试在内存中隐藏或执行恶意负载。T1055 的出现通常意味着攻击者已经获得了执行代码的能力，并试图利用注入技术绕过检测或提升权限。结合 KG Context 中提到的 Pikabot 使用注册表启动项（T1547.001）以及 Orz/Malteiro 使用进程注入（T1055），当前阶段处于从‘建立持久化’向‘横向移动’或‘进一步权限提升’过渡的关键节点。

[已获资产推演]：基于 T1547 和 T1060 的连续执行，攻击者已确认拥有对目标系统的注册表写入权限，并成功将恶意组件注册为开机自启。T1055 的执行暗示攻击者已获取了至少一个合法进程的句柄，并具备在内存中注入代码的能力。此时，攻击者可能已经获得了中等权限（如用户级或系统级），但尚未完全控制整个域或关键基础",cat3_interface_gap_proof,1
1012,T1105,T1005 || T1056 || T1056 || T1071 || T1071,2,1,2,1,10.684523582458496,5.738310813903809,10.684523582458496,9.794205665588379,T1132 (10.96) | T1105 (10.68) | T1590 (9.77),T1105 (5.74) | T1132 (4.41) | T1590 (3.01),T1132 (10.96) | T1105 (10.68) | T1590 (9.77),T1105 (9.79) | T1132 (9.78) | T1590 (8.55),"[战术阶段评估]：前缀序列以 T1056 (凭证窃取) 开始，随后是 T1071 (应用层协议) 的重复执行。T1056 表明攻击者正在尝试获取凭据，而随后的 T1071 序列（特别是连续两次）强烈暗示攻击者正在建立或维持命令与控制（C2）通道。结合 KG Context 中提到的恶意软件（如 Explosive, Agent Tesla, NanHaiShu）均利用 T1071 的不同子技术（HTTP, SMTP, DNS）进行 C2 通信，可以判断当前战术阶段处于‘命令与控制 (C2)'的建立与稳定期，且刚刚完成了凭据窃取以辅助 C2 的持久化或横向移动。

[已获资产推演]：基于 T1056 的执行，攻击者目前极可能已经获取了本地或域内的用户凭据（如密码哈希、明文密码）。结合 T1071 的通信建立，攻击者已经拥有了一个稳定的 C2 通道。此时，攻击者掌握的资产包括：受控的 C2 通道、窃取的凭据、以及潜在的初始访问点。攻击者尚未进行明显的横向移动（如 T1021）或数据渗出（T1041），因为 C2 通道刚刚建立且依赖新获取的凭据。

[意图图谱映射]：在拥有 C2 通道和凭据",cat3_interface_gap_proof,1
906,T1056,T1552 || T1482 || T1615 || T1135 || T1018 || T1082 || T1534 || T1021 || T1021 || T1021 || T1560 || T1213 || T1213 || T1074 || T1074 || T1074,2,1,2,1,8.867616653442383,5.848339080810547,8.867616653442383,8.32414722442627,T1114 (9.30) | T1056 (8.87) | T1105 (7.92),T1056 (5.85) | T1114 (3.27) | T1071 (2.63),T1114 (9.30) | T1056 (8.87) | T1105 (7.92),T1056 (8.32) | T1114 (8.21) | T1105 (6.88),"[战术阶段评估]：攻击前缀序列以 T1074 (Data Staged) 连续三次结束。T1074 属于 'Collection' 战术阶段。连续三次执行该操作表明攻击者正在系统性地收集并暂存敏感数据（如凭证、日志或文件），这是典型的‘数据收集与暂存’行为，通常发生在数据窃取（Exfiltration）之前。前序的 T1021 (Remote Services) 和 T1560 (Archive Collected Data) 进一步证实了攻击者已建立持久连接并正在整理数据。[已获资产推演]：基于 T1552 (Credentials), T1482 (Cloud), T1615 (Group Policy), T1135 (Network Share), T1018/T1082 (Discovery), T1534 (Cloud), T1021 (Access), T1560 (Archive), T1213 (Data from Removable Media)，攻击者已掌握目标环境的本地及云环境访问权限，能够读取共享资源、云配置及本地凭证。连续执行 T1074 意味着攻击者已获取",cat3_interface_gap_proof,1
828,T1112,T1112 || T1053 || T1053 || T1078 || T1134 || T1134 || T1546 || T1546 || T1068 || T1055 || T1055 || T1053 || T1053 || T1078 || T1134 || T1134 || T1070 || T1070,2,1,2,1,8.653663635253906,3.150733709335327,8.653663635253906,7.663136005401611,T1036 (8.67) | T1112 (8.65) | T1070 (8.03),T1112 (3.15) | T1036 (2.64) | T1110 (2.44),T1036 (8.67) | T1112 (8.65) | T1070 (8.03),T1112 (7.66) | T1036 (7.59) | T1070 (7.02),"[战术阶段评估]：攻击前缀序列以 T1134 (Access Token Manipulation) 和 T1070 (Indicator Removal) 结尾。T1134 通常用于提升权限或维持访问，而 T1070 是典型的反取证操作，旨在清除日志以掩盖之前的活动。序列中 T1070 的重复出现（T1070 || T1070）表明攻击者正在执行深度的日志清理工作，这标志着‘初始访问与执行’阶段的结束，以及‘防御规避’阶段的收尾。此时，攻击者已完成权限维持（T1546）和进程注入（T1055/T1068），并正在清理痕迹。[已获资产推演]：基于 T1078 (Valid Accounts) 和 T1134 (Access Token Manipulation)，攻击者已获取了高权限（如 SYSTEM 或 Domain Admin）的访问令牌，并成功在目标主机上建立了持久化（T1546）。攻击者目前拥有对目标系统的完全控制权，且已清除关键的安全日志（Security, System, Application），使得基于日志的实时检测失效。[意图图谱映射]：在清理完日志（T1070）后，",cat3_interface_gap_proof,1
1083,T1204,T1559 || T1106 || T1204 || T1204,2,1,2,1,7.488482475280762,7.592507362365723,7.488482475280762,7.507206916809082,T1547 (7.54) | T1204 (7.49) | T1047 (5.90),T1204 (7.59) | T1547 (7.22) | T1047 (4.79),T1547 (7.54) | T1204 (7.49) | T1047 (5.90),T1204 (7.51) | T1547 (7.49) | T1047 (5.70),"[战术阶段评估]：前缀序列 T1559 (Sub-OS Commanding) -> T1106 (Native API) -> T1204 (User Execution) -> T1204 (User Execution) 显示攻击者已经完成了初始命令执行（T1559），并调用了系统原生 API（T1106）来辅助执行。随后连续两次出现 T1204（用户执行），结合 KG Context 中关于 RedCurl、Magic Hound 和 RTM 利用恶意文件或链接的描述，这表明攻击者正处于利用社会工程学诱导用户打开恶意载荷（如文档、压缩包）的关键阶段。最后两步的重复 T1204 暗示攻击者可能正在尝试不同的诱饵文件，或者在等待用户交互以触发后续的 Payload 执行。

[已获资产推演]：基于 T1559 和 T1106 的存在，攻击者已经成功在目标系统上执行了底层命令，并可能已经获取了初始的进程上下文。然而，T1204 的连续出现表明，虽然攻击者已经触发了恶意文件，但尚未确认是否获得了稳定的持久化权限或高权限访问。攻击者目前掌握的是“已触发但未完全确立控制”的中间状态，或者正",cat3_interface_gap_proof,1
1205,T1574,T1204 || T1204 || T1204 || T1574 || T1574 || T1574 || T1574 || T1574,2,1,2,1,8.32013988494873,5.6028594970703125,8.32013988494873,7.831029415130615,T1036 (8.45) | T1574 (8.32) | T1547 (7.00),T1574 (5.60) | T1053 (3.21) | T1562 (2.12),T1036 (8.45) | T1574 (8.32) | T1547 (7.00),T1574 (7.83) | T1036 (7.19) | T1547 (6.02),"[战术阶段评估]：前缀序列显示攻击者连续执行了多次 T1204（用户执行）和 T1574（组件篡改）。T1204 通常用于初始执行或维持访问，而 T1574 的连续出现（特别是最后三步）表明攻击者正在深入进行持久化配置，具体涉及 DLL 搜索顺序劫持（T1574.001）或动态链接器劫持（T1574.006）。这标志着攻击者已完成初始入侵，并正在构建或加固其持久化机制，确保恶意代码在系统重启或特定触发条件下能自动加载。

[已获资产推演]：基于 T1574 的连续执行，攻击者目前掌握了目标系统的文件系统写入权限（用于修改 DLL 搜索路径或 ld.so.preload 文件）以及系统级的配置修改权限。攻击者已经成功植入了恶意载荷的加载机制（如伪造的 version.dll 或修改的链接器配置），但尚未看到明确的横向移动或数据窃取行为。此时，攻击者最核心的资产是“已配置好的持久化加载点”。

[意图图谱映射]：根据 KG Context，FoggyWeb、Hildegard 和 Pcexter 等恶意软件均利用 T1574 作为加载器来执行后续恶意行为。在成功配置好 T1574 后，逻辑",cat3_interface_gap_proof,1
1257,T1078,T1133 || T1574 || T1574 || T1556 || T1556 || T1053 || T1053 || T1078 || T1078 || T1574 || T1574 || T1053 || T1053 || T1078,2,1,2,1,8.072875022888184,4.572242259979248,8.072875022888184,7.442761421203613,T1574 (8.81) | T1078 (8.07) | T1134 (7.40),T1078 (4.57) | T1564 (3.19) | T1134 (3.01),T1574 (8.81) | T1078 (8.07) | T1134 (7.40),T1078 (7.44) | T1574 (7.43) | T1134 (6.61),"[战术阶段评估]：前缀序列以 T1053 (Command and Scripting Interpreter: Scheduled Task/Job) 和 T1078 (Valid Accounts) 的交替重复结束。T1078 代表攻击者已获取或正在使用有效凭据进行登录，而 T1053 代表利用计划任务进行持久化。这种 '登录 -> 持久化 -> 登录 -> 持久化' 的循环模式，通常发生在攻击者试图在多个节点或不同会话中建立稳固的立足点，或者在初始访问后反复验证并加固其控制通道。最后两步 T1053 || T1053 || T1078 显示攻击者刚刚完成了一次计划任务的创建（或更新），并再次尝试登录或验证会话，这标志着‘持久化’阶段的收尾和‘命令与控制’或‘横向移动’准备阶段的开始。

[已获资产推演]：基于 T1078 的频繁出现，攻击者目前至少掌握了一个或多个有效用户账户的访问权限。结合 T1574 (Component Object Model) 和 T1556 (Modify Authentication Process) 的早期出现，攻击者可能已经修改了系统认证机制或劫",cat3_interface_gap_proof,1
1260,T1135,T1217 || T1482 || T1083 || T1680 || T1046,2,2,2,1,11.165902137756348,5.962374210357666,11.165902137756348,10.229267120361328,T1057 (11.73) | T1135 (11.17) | T1120 (10.68),T1012 (6.10) | T1135 (5.96) | T1046 (4.65),T1057 (11.73) | T1135 (11.17) | T1120 (10.68),T1135 (10.23) | T1057 (10.12) | T1120 (8.51),"[战术阶段评估]：前缀序列 T1217 (Browser) -> T1482 (System Info) -> T1083 (File Discovery) -> T1680 (Local Storage) -> T1046 (Network Service Discovery) 显示攻击者正处于侦察（Reconnaissance）阶段的深化期。最后两步 T1680 和 T1046 表明攻击者不仅完成了本地文件系统（T1083）和浏览器存储（T1680）的扫描，还刚刚转向了网络层面的服务发现（T1046）。这通常意味着攻击者正在绘制完整的攻击面，从本地存储转向网络拓扑。

[已获资产推演]：基于 T1083 和 T1680，攻击者已掌握本地文件结构、特定目录内容、驱动器类型以及浏览器缓存/存储数据。结合 T1046，攻击者现在已识别出网络中活跃的服务（如 SMB, RDP, HTTP 等）及其端口。此时，攻击者尚未执行凭证获取或横向移动，但已具备识别潜在跳板或高价值目标（如文件服务器、数据库服务）的能力。

[意图图谱映射]：在识别了网络服务（T1046）后，攻击者的逻辑下一步通常是利",cat3_interface_gap_proof,1
1265,T1069,T1217 || T1482 || T1083 || T1680 || T1046 || T1135 || T1201,2,1,2,1,11.566733360290527,6.414385795593262,11.566733360290527,10.639310836791992,T1057 (11.59) | T1069 (11.57) | T1120 (11.14),T1069 (6.41) | T1082 (4.71) | T1012 (3.65),T1057 (11.59) | T1069 (11.57) | T1120 (11.14),T1069 (10.64) | T1057 (10.06) | T1120 (9.06),"[战术阶段评估]：前缀序列 T1217 (Browser) -> T1482 (Discovery: Cloud) -> T1083 (File Discovery) -> T1680 (Command and Scripting Interpreter) -> T1046 (Network Service Discovery) -> T1135 (Network Share Discovery) -> T1201 (Compromised Credentials) 显示攻击者正处于从‘广域侦察’向‘深度横向移动’过渡的关键阶段。最后两步 T1046 和 T1135 是典型的网络层资产发现，旨在识别高价值目标（如数据库、共享存储）。T1201 的出现表明攻击者已经利用前序发现（如 T1046 发现的 SSH/Redis 或 T1135 发现的共享盘）成功获取了凭证，这是横向移动的前置条件。

[已获资产推演]：基于 T1046 和 T1135 的上下文（Rocke 扫描端口、Wocao/Stuxnet 枚举共享），攻击者目前掌握了网络拓扑中的关键节点信息（如 7001 端口、SSH 服",cat3_interface_gap_proof,1
1267,T1012,T1217 || T1482 || T1083 || T1680 || T1046 || T1135 || T1201 || T1069 || T1069 || T1057,2,1,2,1,11.421965599060059,7.334259033203125,11.421965599060059,10.686178207397461,T1018 (11.45) | T1012 (11.42) | T1082 (8.87),T1012 (7.33) | T1018 (6.26) | T1082 (5.86),T1018 (11.45) | T1012 (11.42) | T1082 (8.87),T1012 (10.69) | T1018 (10.51) | T1082 (8.33),"[战术阶段评估]：前缀序列以 T1069 (Local Groups) 重复两次，紧接着是 T1057 (Process Discovery)。T1069 属于 'Discovery' 战术，旨在识别本地权限组（如 Administrators）；T1057 同样属于 'Discovery'，用于枚举当前运行的进程。这表明攻击者正处于横向移动前的深度侦察阶段，重点在于确认当前账户的权限边界和系统运行状态。

[已获资产推演]：攻击者已经执行了 T1217 (Browser), T1482 (System Info), T1083 (File), T1680 (User), T1046 (Network), T1135 (Network Share), T1201 (Password), T1069 (Local Groups)。特别是 T1201 (Password) 和 T1069 的组合，暗示攻击者可能已经获取了凭据并正在验证这些凭据在本地组中的有效性。重复执行 T1069 可能意味着攻击者在尝试不同的上下文或确认权限提升的可行性。此时，攻击者已掌握当前主机的进程列表和权限组信息，",cat3_interface_gap_proof,1
1082,T1053,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055,2,1,2,1,9.877635955810547,8.373922348022461,9.877635955810547,9.60696792602539,T1093 (9.98) | T1053 (9.88) | T1055 (8.16),T1053 (8.37) | T1093 (6.64) | T1055 (5.60),T1093 (9.98) | T1053 (9.88) | T1055 (8.16),T1053 (9.61) | T1093 (9.38) | T1055 (7.70),"[战术阶段评估]：前缀序列以 T1547 (Persistence) 和 T1060 (Registry Run Keys) 结尾，随后紧跟 T1055 (Process Injection)。这表明攻击者刚刚完成了持久化机制的部署（通过注册表启动项），并立即尝试将恶意载荷注入到合法进程中。这是一个典型的从‘建立持久性’向‘执行/维持活跃’过渡的阶段。T1055 的出现标志着攻击者正在尝试在内存中执行代码，以规避磁盘扫描或隐藏自身。

[已获资产推演]：基于 T1059 (Command and Scripting Interpreter) 和 T1106 (Native API) 的早期出现，攻击者已具备系统级执行能力。T1078 (Valid Accounts) 和 T1053 (Scheduled Task) 的反复出现暗示攻击者可能已获取了本地管理员权限或已配置了高权限的定时任务。T1547 和 T1060 的确认意味着攻击者已确保在系统重启后能自动运行。当前，攻击者已掌握对目标系统的完全控制权，并正在利用进程注入技术（T1055）来隐藏其活动或加载未签名的 DLL。

[意图",cat3_interface_gap_proof,1
853,T1204,T1059 || T1203 || T1053 || T1053,2,2,2,1,8.423628807067871,7.099905014038086,8.423628807067871,8.185358047485352,T1053 (8.54) | T1204 (8.42) | T1047 (6.85),T1569 (7.55) | T1204 (7.10) | T1053 (6.38),T1053 (8.54) | T1204 (8.42) | T1047 (6.85),T1204 (8.19) | T1053 (8.15) | T1569 (6.74),"[战术阶段评估]：前缀序列 T1059 (Command and Scripting Interpreter) -> T1203 (Exploit Public-Facing Application) -> T1053 (Scheduled Task/Job) -> T1053。最后两步重复执行 T1053，且结合 KG Context 中关于 Lucifer、Saint Bot、NETWIRE 等恶意软件利用 T1053.005 (Scheduled Task) 建立持久性的描述，表明攻击者刚刚完成了初始入侵（T1203）和命令执行（T1059），并正在通过创建计划任务来确保在重启或时间推移后仍能维持访问权限。当前处于‘持久化’战术阶段的收尾或确认环节。

[已获资产推演]：攻击者通过 T1203 成功利用外部服务漏洞，通过 T1059 执行了载荷，并通过 T1053 成功部署了持久化机制。这意味着攻击者目前拥有目标系统的‘用户级’或‘服务级’执行权限，且该权限已具备‘持久性’特征。攻击者已初步站稳脚跟，但尚未进行横向移动或数据窃取。

[意图图谱映射]：在成功建立持久化（T1053",cat3_interface_gap_proof,1
1319,T1071,T1589 || T1589 || T1566 || T1566 || T1059 || T1059 || T1204 || T1204 || T1036 || T1027 || T1027 || T1027 || T1218 || T1218 || T1218 || T1071,2,1,2,1,10.213582038879395,5.082130432128906,10.213582038879395,9.289920806884766,T1590 (10.57) | T1071 (10.21) | T1105 (9.57),T1071 (5.08) | T1573 (2.29) | T1105 (1.96),T1590 (10.57) | T1071 (10.21) | T1105 (9.57),T1071 (9.29) | T1590 (9.00) | T1105 (8.20),"[战术阶段评估]：攻击前缀序列显示攻击者已完成侦察（T1589）、初始访问（T1566）和权限执行（T1059）。随后进行了持久化（T1204）和防御规避（T1036, T1027）。关键转折在于最后两步：T1218（通过系统二进制文件如 rundll32 执行）和 T1071（应用层协议通信）。这表明攻击者已经成功利用系统二进制文件（如 rundll32）加载了恶意组件，并正在建立与命令控制（C2）服务器的网络连接。当前处于‘执行恶意载荷’向‘建立C2通道’过渡的阶段。

[已获资产推演]：基于 T1218 和 T1071 的组合，攻击者目前掌握了目标系统的执行上下文（通过 rundll32 等系统进程），并成功建立了出站网络连接。这意味着攻击者已经获得了初步的远程访问能力，能够接收指令或传输数据。此时，攻击者通常已经部署了第二阶段的恶意软件（如 Ransomware, Stealer, 或 C2 Agent）。

[意图图谱映射]：结合 KG Context，Gamaredon、SDBbot 等组织常利用 T1218.011 (rundll32) 来启动后续组件。在成功建立 T10",cat3_interface_gap_proof,1
1271,T1033,T1217 || T1482 || T1083 || T1680 || T1046 || T1135 || T1201 || T1069 || T1069 || T1057 || T1012 || T1018 || T1016 || T1049,2,1,2,1,10.852684020996094,8.793937683105469,10.852684020996094,10.482109069824219,T1210 (11.36) | T1033 (10.85) | T1007 (10.70),T1033 (8.79) | T1007 (6.32) | T1021 (6.00),T1210 (11.36) | T1033 (10.85) | T1007 (10.70),T1033 (10.48) | T1210 (10.19) | T1007 (9.91),"[战术阶段评估]：前缀序列以 T1018 (System Information Discovery) 和 T1016 (System Network Configuration Discovery) 结尾，紧接着是 T1049 (System Network Connections Discovery)。这表明攻击者正处于‘侦察/发现’（Discovery）战术阶段的深化期。攻击者已经从基础的系统信息收集（T1018）过渡到了网络配置（T1016），并进一步细化到具体的网络连接状态（T1049）。

[已获资产推演]：基于 T1018、T1016 和 T1049 的组合，攻击者目前掌握了受害主机的操作系统版本、网络接口配置（IP、子网掩码、网关）、DNS 设置以及当前活跃的网络连接（包括远程 IP、端口、协议状态）。这意味着攻击者已经完成了对单点主机的‘网络拓扑’和‘通信路径’的初步测绘，能够识别出哪些服务正在监听，以及哪些外部连接是活跃的。

[意图图谱映射]：结合 KG Context，T1016 和 T1018 是典型的网络侦察手段，常用于确定内网位置、域环境特征或寻找跳板。在",cat3_interface_gap_proof,1
1333,T1059,T1589 || T1589 || T1566 || T1566,2,1,2,1,7.57454252243042,3.411623477935791,7.57454252243042,6.825217247009277,T1588 (8.00) | T1059 (7.57) | T1584 (6.68),T1059 (3.41) | T1078 (0.98) | T1110 (0.45),T1588 (8.00) | T1059 (7.57) | T1584 (6.68),T1059 (6.83) | T1588 (5.74) | T1204 (4.44),nan,cat3_interface_gap_proof,1
1346,T1569,T1609 || T1610 || T1569,2,2,2,1,6.286562919616699,1.3129758834838867,6.286562919616699,5.391317367553711,T1036 (6.47) | T1569 (6.29) | T1070 (5.01),T1204 (3.77) | T1569 (1.31) | T1059 (0.95),T1036 (6.47) | T1569 (6.29) | T1070 (5.01),T1569 (5.39) | T1036 (4.57) | T1204 (3.76),"[战术阶段评估]：前缀序列 T1609 (收集云凭据) -> T1610 (收集云配置) -> T1569 (执行系统服务) 显示攻击者正处于从‘信息收集’向‘初始访问/执行’过渡的关键节点。T1609 和 T1610 表明攻击者已获取了云环境或本地系统的凭证及配置信息，而 T1610 的收集往往是为了寻找配置弱点或提升权限的跳板。T1569 作为序列的结尾，明确指向了利用服务执行命令，这通常是攻击者为了在目标系统上建立持久性或执行恶意载荷（Payload）的直接手段。

[已获资产推演]：基于 T1609 和 T1610，攻击者目前掌握了高价值的身份凭证（可能是云管理员或本地管理员）以及系统配置信息。T1569 的执行表明攻击者已经成功利用这些凭证在目标系统上获得了执行权限（Execution Privileges），并且可能已经通过服务形式（如 PsExec, Winexe 等）在目标上建立了临时的或持久的执行通道。此时，攻击者已具备在目标系统上运行任意代码的能力。

[意图图谱映射]：T1569 作为执行手段，其后续逻辑必然指向‘利用已获得的执行能力进行更深层次的渗透’。在 Lo",cat3_interface_gap_proof,1
1444,T1595,T1595 || T1595,2,2,2,1,10.126285552978516,5.468452453613281,10.126285552978516,9.28787612915039,T1583 (10.18) | T1595 (10.13) | T1589 (9.23),T1589 (5.90) | T1595 (5.47) | T1583 (4.25),T1583 (10.18) | T1595 (10.13) | T1589 (9.23),T1595 (9.29) | T1583 (9.11) | T1589 (8.63),"[战术阶段评估]：前缀序列为 T1595 || T1595。T1595 (Active Scanning) 属于侦察阶段 (Reconnaissance)。连续两次执行该操作，表明攻击者正在进行深度的、多轮次的网络资产探测，旨在确认目标系统的存活状态、开放端口及具体服务版本。当前处于攻击生命周期的早期侦察阶段，尚未进入武器化或初始访问。

[已获资产推演]：基于连续扫描行为，攻击者目前掌握的资产信息仅限于网络层面的粗粒度数据，如 IP 地址、开放端口、服务指纹（如 Web 服务器类型、数据库版本）以及潜在的漏洞列表。攻击者尚未获得任何主机层面的执行权限、凭证或文件访问能力。

[意图图谱映射]：结合 KG Context，APT41、SharePoint ToolShell 和 Winter Vivern 等组织在 T1595 之后，通常利用扫描结果（特别是 T1595.002 漏洞扫描结果）来筛选高价值目标。逻辑上，扫描的目的是为了寻找可利用的漏洞（Vulnerabilities），以便下一步执行利用操作。因此，攻击面已锁定在“已识别的漏洞”上，下一步必然从“发现漏洞”转向“利用漏洞",cat3_interface_gap_proof,1
1489,T1003,T1027 || T1027 || T1218 || T1218 || T1003 || T1003,2,1,2,1,8.513943672180176,7.183455467224121,8.513943672180176,8.274456024169922,T1083 (8.79) | T1003 (8.51) | T1082 (7.50),T1003 (7.18) | T1552 (4.25) | T1087 (4.11),T1083 (8.79) | T1003 (8.51) | T1082 (7.50),T1003 (8.27) | T1083 (7.71) | T1539 (6.51),"[战术阶段评估]：前缀序列以 T1027 (Obfuscated Files or Information) 开始，随后是 T1218 (System Binary Proxy Execution)，最后两步为 T1003 (OS Credential Dumping) 的重复执行。这表明攻击者已经完成了初始载荷的混淆与执行，并成功进入了凭证窃取阶段。T1003 的重复出现暗示攻击者可能正在尝试获取不同用户的凭证，或者在验证已获取凭证的有效性，这是典型的‘凭证获取’战术阶段。

[已获资产推演]：基于 T1003 的执行，攻击者目前最可能已经获取了本地系统的 LSASS 内存转储或明文/哈希形式的凭据。这意味着攻击者拥有了当前受害主机的本地管理员权限或特定用户的高权限凭证。然而，攻击者尚未表现出明显的横向移动（如 T1021）或远程执行（如 T1059）行为，说明其当前资产仅限于单点主机，但已具备向外扩展的‘钥匙’。

[意图图谱映射]：结合 KG Context，Axiom、FIN6、Agrius 等组织在 T1003 之后通常利用获取的凭据进行横向移动或远程访问。攻击者获取凭据的逻",cat3_interface_gap_proof,1
1348,T1204,T1609 || T1610 || T1569 || T1569,2,1,2,1,7.295616149902344,5.2391462326049805,7.295616149902344,6.925451278686523,T1569 (7.58) | T1204 (7.30) | T1047 (7.16),T1204 (5.24) | T1047 (2.02) | T1133 (1.74),T1569 (7.58) | T1204 (7.30) | T1047 (7.16),T1204 (6.93) | T1569 (6.25) | T1047 (6.24),"[战术阶段评估]：前缀序列 T1609 (收集云凭据) -> T1610 (收集云凭据) -> T1569 (执行系统命令) -> T1569 (执行系统命令)。最后两步重复 T1569，表明攻击者已经完成了初步的凭据收集（可能是云环境或本地），并正在利用这些凭据在目标系统上执行具体的命令。这标志着攻击者正处于从‘侦察/收集’向‘执行/横向移动’过渡的关键阶段，且已经成功触发了远程执行机制。

[已获资产推演]：基于 T1609/T1610 的连续执行，攻击者已获取了有效的身份验证凭据（可能是云 API 密钥、IAM 角色或本地服务账户）。结合 T1569 的上下文（Service Execution），攻击者目前掌握了在目标系统上以特定服务账户或系统权限执行任意命令的能力。他们可能已经建立了临时的服务通道（如 PsExec 或 ZxShell 创建的临时服务），或者正在利用现有的服务执行机制进行持续控制。

[意图图谱映射]：在成功执行命令（T1569）后，攻击者的逻辑意图通常是利用这些命令来部署更持久的工具、提升权限或向网络深处移动。KG Context 明确提到 LockBit ",cat3_interface_gap_proof,1
1379,T1027,T1222 || T1222 || T1562 || T1562 || T1562 || T1070 || T1070 || T1070 || T1036 || T1036,2,1,2,1,10.014833450317383,7.454843521118164,10.014833450317383,9.554035186767578,T1112 (10.30) | T1027 (10.01) | T1036 (9.71),T1027 (7.45) | T1218 (6.44) | T1036 (5.78),T1112 (10.30) | T1027 (10.01) | T1036 (9.71),T1027 (9.55) | T1112 (9.22) | T1036 (9.00),"[战术阶段评估]：前缀序列显示攻击者经历了重复的 T1222 (File and Directory Permissions Modification) 和 T1562 (Impair Defenses)，随后是 T1070 (Indicator Removal) 的三次执行，最后以 T1036 (Masquerading) 的两次执行结束。这表明攻击者已经完成了对防御机制的削弱、日志的清理以及自身存在的伪装。当前处于攻击链的‘持久化建立’或‘横向移动准备’阶段，即‘清理现场并伪装身份’后的下一步行动。

[已获资产推演]：攻击者通过 T1222 和 T1562 获得了修改权限和禁用防御的能力。T1070 的执行意味着攻击者已经清除了部分痕迹，降低了被检测的风险。T1036 的重复执行（特别是结合 KG Context 中提到的将恶意文件伪装成合法服务或 DLL，如 svchost.exe 或 hha.dll）表明攻击者已经成功将恶意载荷伪装成系统合法组件，并可能已经将其注册为服务或放置在系统路径下。此时，攻击者拥有的是‘伪装后的恶意文件’或‘伪装的服务’，但尚未确认其是否已完全激活或",cat3_interface_gap_proof,1
